2020-11-30 12:24:41 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:25:06 INFO  Player:289 - Tami Nelson from team Wuhan Farmers got injured and will recovered on 2021-03-30!!!
2020-11-30 12:25:06 INFO  Player:289 - Bonnie Bishop from team Wuhan Farmers got injured and will recovered on 2021-03-31!!!
2020-11-30 12:25:06 INFO  Player:289 - Pat Bishop from team London Monkeys got injured and will recovered on 2020-12-20!!!
2020-11-30 12:25:06 INFO  Player:289 - Sai Jones from team London Monkeys got injured and will recovered on 2020-11-24!!!
2020-11-30 12:25:06 INFO  Player:289 - Mike Hendrix from team London Monkeys got injured and will recovered on 2020-10-11!!!
2020-11-30 12:25:06 INFO  Player:289 - Don Fei from team Jakarta Privateers got injured and will recovered on 2021-06-08!!!
2020-11-30 12:25:06 INFO  Player:289 - Prabhjot Jones from team Jakarta Privateers got injured and will recovered on 2021-07-03!!!
2020-11-30 12:25:06 INFO  Player:289 - Rahul Chang from team Seattle Blues got injured and will recovered on 2021-05-31!!!
2020-11-30 12:25:06 INFO  Player:289 - Sammy Burbchuk from team Seattle Blues got injured and will recovered on 2020-11-26!!!
2020-11-30 12:25:06 INFO  Player:289 - Tina Nelson from team Seattle Blues got injured and will recovered on 2020-10-22!!!
2020-11-30 12:25:06 INFO  Player:289 - Rashita Williamson from team Seattle Blues got injured and will recovered on 2021-01-06!!!
2020-11-30 12:25:06 INFO  Player:289 - Prashant Page from team Seattle Blues got injured and will recovered on 2021-06-07!!!
2020-11-30 12:25:06 INFO  Player:289 - Roger Marley from team Seattle Blues got injured and will recovered on 2021-01-02!!!
2020-11-30 12:25:06 INFO  Player:289 - Roger Page from team New York Whales got injured and will recovered on 2020-12-16!!!
2020-11-30 12:25:06 INFO  Player:289 - Don Khatri from team New York Whales got injured and will recovered on 2021-06-12!!!
2020-11-30 12:25:06 INFO  Player:289 - Sammy Burbchuk from team New York Whales got injured and will recovered on 2021-02-22!!!
2020-11-30 12:25:06 INFO  Player:289 - Zongming Page from team New York Whales got injured and will recovered on 2021-08-16!!!
2020-11-30 12:25:06 INFO  Player:289 - Chris Greenbaum from team New York Whales got injured and will recovered on 2020-11-18!!!
2020-11-30 12:25:06 INFO  Player:289 - Tina Wu from team Toronto Milk Cartons got injured and will recovered on 2020-11-29!!!
2020-11-30 12:25:06 INFO  Player:289 - Rob Hawkey from team Toronto Milk Cartons got injured and will recovered on 2021-08-03!!!
2020-11-30 12:25:06 INFO  Player:289 - Pat Chang from team Toronto Milk Cartons got injured and will recovered on 2021-03-04!!!
2020-11-30 12:25:06 INFO  Player:289 - Mohammed Marley from team Toronto Milk Cartons got injured and will recovered on 2021-08-03!!!
2020-11-30 12:25:06 INFO  Player:289 - Zongming Nelson from team Philidelphia Bobcats got injured and will recovered on 2020-11-14!!!
2020-11-30 12:25:06 INFO  Player:289 - Bonnie Rogers from team Philidelphia Bobcats got injured and will recovered on 2021-04-11!!!
2020-11-30 12:25:06 INFO  Player:289 - Rob Morrison from team Philidelphia Bobcats got injured and will recovered on 2021-07-11!!!
2020-11-30 12:25:06 INFO  Player:289 - Tina Smith from team Philidelphia Bobcats got injured and will recovered on 2021-05-20!!!
2020-11-30 12:25:06 INFO  Player:289 - Karan Hendrix from team Philidelphia Bobcats got injured and will recovered on 2021-02-26!!!
2020-11-30 12:25:06 INFO  Player:289 - Rashita Samson from team Philidelphia Bobcats got injured and will recovered on 2021-07-29!!!
2020-11-30 12:25:06 INFO  Player:289 - Mary Williamson from team Jakarta Blues got injured and will recovered on 2020-10-28!!!
2020-11-30 12:25:06 INFO  Player:289 - Hardik Liu from team Jakarta Blues got injured and will recovered on 2020-11-29!!!
2020-11-30 12:25:06 INFO  Player:289 - Rob Bishop from team Jakarta Blues got injured and will recovered on 2021-05-05!!!
2020-11-30 12:25:06 INFO  Player:289 - John Hawkey from team Shanghai Farmers got injured and will recovered on 2021-06-23!!!
2020-11-30 12:25:06 INFO  Player:289 - Mary Fei from team Shanghai Farmers got injured and will recovered on 2021-06-01!!!
2020-11-30 12:25:06 INFO  Player:289 - Mozhgan Bishop from team Shanghai Farmers got injured and will recovered on 2021-02-13!!!
2020-11-30 12:25:06 INFO  Player:289 - Rob Page from team Shanghai Farmers got injured and will recovered on 2021-01-02!!!
2020-11-30 12:25:06 INFO  Player:289 - Rob Liu from team Shanghai Farmers got injured and will recovered on 2021-02-23!!!
2020-11-30 12:25:06 INFO  Player:289 - Tina Marley from team Shanghai Farmers got injured and will recovered on 2021-07-19!!!
2020-11-30 12:25:06 INFO  Player:289 - Zongming Wu from team Shanghai Farmers got injured and will recovered on 2021-08-07!!!
2020-11-30 12:25:06 INFO  Player:289 - Jimmy Burbchuk from team Shanghai Farmers got injured and will recovered on 2021-01-06!!!
2020-11-30 12:25:06 INFO  Player:289 - Pat Smith from team Halifax Sleepy Goats got injured and will recovered on 2021-06-08!!!
2020-11-30 12:25:06 INFO  Player:289 - Mary Liu from team Halifax Sleepy Goats got injured and will recovered on 2020-10-05!!!
2020-11-30 12:25:06 INFO  Player:289 - Chris Wu from team Halifax Sleepy Goats got injured and will recovered on 2021-05-18!!!
2020-11-30 12:25:06 INFO  Player:289 - Roger Hendrix from team Halifax Sleepy Goats got injured and will recovered on 2020-12-28!!!
2020-11-30 12:25:06 INFO  Player:289 - Raghav Samson from team Montreal Warriors got injured and will recovered on 2020-11-22!!!
2020-11-30 12:25:06 INFO  Player:289 - Karan Rogers from team Montreal Warriors got injured and will recovered on 2021-06-16!!!
2020-11-30 12:25:06 INFO  Player:289 - Fred Samson from team Montreal Warriors got injured and will recovered on 2021-04-06!!!
2020-11-30 12:25:06 INFO  Player:289 - Tina Plant from team Montreal Warriors got injured and will recovered on 2021-07-16!!!
2020-11-30 12:25:06 INFO  Player:289 - Prabhjot Morrison from team Montreal Warriors got injured and will recovered on 2021-03-23!!!
2020-11-30 12:25:06 INFO  Player:289 - Rashita Burbchuk from team Regina Hound Dogs got injured and will recovered on 2021-05-18!!!
2020-11-30 12:25:06 INFO  Player:289 - Wen Cherry from team Regina Hound Dogs got injured and will recovered on 2021-08-07!!!
2020-11-30 12:25:06 INFO  Player:289 - Rob Halen from team Regina Hound Dogs got injured and will recovered on 2021-07-18!!!
2020-11-30 12:25:06 INFO  Player:289 - Don Hendrix from team Regina Hound Dogs got injured and will recovered on 2021-05-02!!!
2020-11-30 12:25:06 INFO  Player:289 - Karan Halen from team Shanghai Blazers got injured and will recovered on 2021-07-10!!!
2020-11-30 12:25:06 INFO  Player:289 - Sai Page from team Shanghai Blazers got injured and will recovered on 2020-11-09!!!
2020-11-30 12:25:06 INFO  Player:289 - John Page from team Shanghai Blazers got injured and will recovered on 2020-10-21!!!
2020-11-30 12:25:06 INFO  Player:289 - Sai Bishop from team Shanghai Blazers got injured and will recovered on 2021-07-18!!!
2020-11-30 12:25:06 INFO  Player:289 - Prashant Hendrix from team London Voyageurs got injured and will recovered on 2020-11-25!!!
2020-11-30 12:25:06 INFO  Player:289 - Jimmy Khatri from team Cairo Blues got injured and will recovered on 2021-04-01!!!
2020-11-30 12:25:06 INFO  Player:289 - Tina Liu from team Cairo Blues got injured and will recovered on 2021-06-22!!!
2020-11-30 12:25:06 INFO  Player:289 - Karan Rogers from team Cairo Blues got injured and will recovered on 2021-01-31!!!
2020-11-30 12:25:06 INFO  Player:289 - John Hendrix from team Cairo Blues got injured and will recovered on 2021-03-29!!!
2020-11-30 12:25:06 INFO  Player:289 - Bonnie Smith from team London Milk Cartons got injured and will recovered on 2021-02-01!!!
2020-11-30 12:25:06 INFO  Player:289 - Wen Wu from team London Milk Cartons got injured and will recovered on 2021-08-03!!!
2020-11-30 12:25:06 INFO  Player:289 - Mary Morrison from team London Milk Cartons got injured and will recovered on 2021-07-02!!!
2020-11-30 12:25:06 INFO  Player:289 - Don Rogers from team Chicago Meow Meows got injured and will recovered on 2021-02-06!!!
2020-11-30 12:25:06 INFO  Player:289 - Mohammed Bonham from team Chicago Meow Meows got injured and will recovered on 2021-07-30!!!
2020-11-30 12:25:06 INFO  Player:289 - Hardik Halen from team Chicago Meow Meows got injured and will recovered on 2020-10-06!!!
2020-11-30 12:25:06 INFO  Player:289 - John Fei from team Chicago Meow Meows got injured and will recovered on 2021-08-19!!!
2020-11-30 12:25:06 INFO  Player:289 - Hardik Jones from team Chicago Meow Meows got injured and will recovered on 2021-01-15!!!
2020-11-30 12:25:06 INFO  Player:289 - Prabhjot Hawkey from team Gander Sleepy Goats got injured and will recovered on 2021-02-10!!!
2020-11-30 12:25:06 INFO  Player:289 - Bonnie Wu from team Gander Sleepy Goats got injured and will recovered on 2021-03-22!!!
2020-11-30 12:25:06 INFO  Player:289 - Rahul Chang from team Gander Sleepy Goats got injured and will recovered on 2021-05-13!!!
2020-11-30 12:25:06 INFO  Player:289 - Prashant Hawkins from team Gander Sleepy Goats got injured and will recovered on 2021-03-01!!!
2020-11-30 12:25:06 INFO  Player:289 - Zongming Chang from team Gander Sleepy Goats got injured and will recovered on 2021-05-12!!!
2020-11-30 12:25:06 INFO  Player:289 - Rahul Samson from team Cairo Wild Cats got injured and will recovered on 2020-12-16!!!
2020-11-30 12:25:06 INFO  Player:289 - Walter Hawkins from team Cairo Wild Cats got injured and will recovered on 2020-12-28!!!
2020-11-30 12:25:06 INFO  Player:289 - Sai Khatri from team Cairo Wild Cats got injured and will recovered on 2021-02-14!!!
2020-11-30 12:25:06 INFO  Player:289 - Mike Chang from team Moscow Warriors got injured and will recovered on 2020-11-24!!!
2020-11-30 12:25:06 INFO  Player:289 - Mohammed Smith from team Moscow Warriors got injured and will recovered on 2021-02-23!!!
2020-11-30 12:25:06 INFO  Player:289 - Chris Jones from team Saint John Taxi Cabs got injured and will recovered on 2021-04-07!!!
2020-11-30 12:25:06 INFO  Player:289 - Nancy Khatri from team Saint John Taxi Cabs got injured and will recovered on 2020-11-08!!!
2020-11-30 12:25:06 INFO  Player:289 - Fred Marley from team Saint John Taxi Cabs got injured and will recovered on 2021-02-25!!!
2020-11-30 12:25:06 INFO  Player:289 - Prashant Page from team Saint John Taxi Cabs got injured and will recovered on 2021-07-30!!!
2020-11-30 12:25:06 INFO  Player:289 - Wen Williamson from team Saint John Taxi Cabs got injured and will recovered on 2021-08-12!!!
2020-11-30 12:25:06 INFO  Player:289 - Hardik Hawkins from team Saint John Taxi Cabs got injured and will recovered on 2020-10-06!!!
2020-11-30 12:25:06 INFO  Player:289 - Wen Burbchuk from team Toronto Reds got injured and will recovered on 2021-06-05!!!
2020-11-30 12:25:06 INFO  Player:289 - Nancy Thomson from team Toronto Reds got injured and will recovered on 2021-02-12!!!
2020-11-30 12:25:06 INFO  Player:289 - Jimmy Morrison from team Toronto Reds got injured and will recovered on 2020-11-18!!!
2020-11-30 12:25:06 INFO  Player:289 - Abraham Morrison from team Toronto Reds got injured and will recovered on 2021-03-19!!!
2020-11-30 12:25:06 INFO  Player:289 - Mary Page from team Toronto Reds got injured and will recovered on 2021-03-04!!!
2020-11-30 12:25:06 INFO  Player:289 - Mary Page from team Toronto Reds got injured and will recovered on 2020-12-04!!!
2020-11-30 12:25:06 INFO  Player:289 - Jimmy Thomson from team Wuhan Hound Dogs got injured and will recovered on 2021-02-17!!!
2020-11-30 12:25:06 INFO  Player:289 - Bonnie Khatri from team Wuhan Hound Dogs got injured and will recovered on 2021-04-30!!!
2020-11-30 12:25:06 INFO  Player:289 - Rashita Hawkey from team Wuhan Hound Dogs got injured and will recovered on 2021-01-15!!!
2020-11-30 12:25:06 INFO  Player:289 - Sammy Smith from team Wuhan Hound Dogs got injured and will recovered on 2021-04-09!!!
2020-11-30 12:25:06 INFO  Player:289 - Prabhjot Rogers from team Wuhan Hound Dogs got injured and will recovered on 2021-06-26!!!
2020-11-30 12:25:06 INFO  Player:289 - Mike Page from team Wuhan Hound Dogs got injured and will recovered on 2021-04-20!!!
2020-11-30 12:25:06 INFO  Player:289 - Zongming Patel from team Wuhan Hound Dogs got injured and will recovered on 2021-08-18!!!
2020-11-30 12:25:06 INFO  Player:289 - Mike Rogers from team Wuhan Hound Dogs got injured and will recovered on 2021-01-22!!!
2020-11-30 12:25:06 INFO  Player:289 - Rob Morrison from team Wuhan Hound Dogs got injured and will recovered on 2021-08-09!!!
2020-11-30 12:25:06 INFO  Player:289 - Rahul Halen from team Wuhan Hound Dogs got injured and will recovered on 2021-01-23!!!
2020-11-30 12:25:06 INFO  Player:289 - Abraham Hendrix from team Wuhan Hound Dogs got injured and will recovered on 2020-11-08!!!
2020-11-30 12:25:06 INFO  Player:289 - Pat Burbchuk from team Chicago Voyageurs got injured and will recovered on 2020-11-01!!!
2020-11-30 12:25:06 INFO  Player:289 - Sai Marley from team Chicago Voyageurs got injured and will recovered on 2021-03-13!!!
2020-11-30 12:25:06 INFO  Player:289 - Hardik Bonham from team Chicago Voyageurs got injured and will recovered on 2021-08-10!!!
2020-11-30 12:25:06 INFO  Player:289 - Mozhgan Hendrix from team Chicago Voyageurs got injured and will recovered on 2020-12-27!!!
2020-11-30 12:25:06 INFO  Player:289 - Mike Nelson from team Sunnyside Hound Dogs got injured and will recovered on 2020-11-12!!!
2020-11-30 12:25:06 INFO  Player:289 - Rob Jones from team Sunnyside Hound Dogs got injured and will recovered on 2021-07-07!!!
2020-11-30 12:25:06 INFO  Player:289 - Zongming Nelson from team Sunnyside Hound Dogs got injured and will recovered on 2021-03-27!!!
2020-11-30 12:25:06 INFO  Player:289 - Zongming Jones from team Sunnyside Hound Dogs got injured and will recovered on 2021-01-07!!!
2020-11-30 12:25:06 INFO  Player:289 - Nancy Burbchuk from team Sunnyside Hound Dogs got injured and will recovered on 2021-02-20!!!
2020-11-30 12:25:06 INFO  Player:289 - Abraham Burbchuk from team Sunnyside Hound Dogs got injured and will recovered on 2021-08-06!!!
2020-11-30 12:25:06 INFO  Player:289 - Tami Hawkins from team Sunnyside Hound Dogs got injured and will recovered on 2020-10-05!!!
2020-11-30 12:25:06 INFO  AgingState:72 - Prabhjot Marley from team Moscow Warriors retired!!
2020-11-30 12:25:06 INFO  AgingState:72 - Raghav Wu from team Wuhan Farmers retired!!
2020-11-30 12:25:06 INFO  AdvanceTimeState:28 - Advanced date by one day, current date: 2020-10-02
2020-11-30 12:25:06 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:25:06 INFO  SimulateMatch:201 - Match Day : Moscow Warriors Vs Cairo Wild Cats on 2020-10-02 was won by Moscow Warriors
2020-11-30 12:25:06 INFO  SimulateMatch:201 - Match Day : Gander Sleepy Goats Vs Tokyo Mutineers on 2020-10-02 was won by Gander Sleepy Goats
2020-11-30 12:25:06 INFO  SimulateMatch:187 - Match Day : Detroit Bobcats Vs Sunnyside Hound Dogs on 2020-10-02 was won by Sunnyside Hound Dogs
2020-11-30 12:25:06 INFO  SimulateMatch:187 - Match Day : Saint John Taxi Cabs Vs Halifax Sleepy Goats on 2020-10-02 was won by Halifax Sleepy Goats
2020-11-30 12:25:06 INFO  SimulateMatch:187 - Match Day : deep Vs Shanghai Blazers on 2020-10-02 was won by Shanghai Blazers
2020-11-30 12:25:06 INFO  SimulateMatch:187 - Match Day : Toronto Reds Vs Cairo Blues on 2020-10-02 was won by Cairo Blues
2020-11-30 12:25:06 INFO  SimulateMatch:201 - Match Day : London Voyageurs Vs Sunnyside Wild Horses on 2020-10-02 was won by London Voyageurs
2020-11-30 12:25:06 INFO  SimulateMatch:187 - Match Day : Shanghai Farmers Vs New York Whales on 2020-10-02 was won by New York Whales
2020-11-30 12:25:06 INFO  SimulateMatch:201 - Match Day : Seattle Blues Vs Chicago Voyageurs on 2020-10-02 was won by Seattle Blues
2020-11-30 12:25:07 INFO  SimulateMatch:201 - Match Day : Jakarta Privateers Vs Saint John Dragons on 2020-10-02 was won by Jakarta Privateers
2020-11-30 12:25:07 INFO  SimulateMatch:201 - Match Day : Chicago Meow Meows Vs Regina Hound Dogs on 2020-10-02 was won by Chicago Meow Meows
2020-11-30 12:25:07 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Wuhan Hound Dogs on 2020-10-02 was won by Wuhan Hound Dogs
2020-11-30 12:25:07 INFO  SimulateMatch:201 - Match Day : Toronto Lazy Dogs Vs London Milk Cartons on 2020-10-02 was won by Toronto Lazy Dogs
2020-11-30 12:25:07 INFO  SimulateMatch:201 - Match Day : Toronto Milk Cartons Vs Montreal Warriors on 2020-10-02 was won by Toronto Milk Cartons
2020-11-30 12:25:07 INFO  SimulateMatch:201 - Match Day : Toronto Warriors Vs Philidelphia Bobcats on 2020-10-02 was won by Toronto Warriors
2020-11-30 12:25:07 INFO  SimulateMatch:201 - Match Day : Jakarta Reds Vs Jakarta Blues on 2020-10-02 was won by Jakarta Reds
2020-11-30 12:25:07 INFO  FreeAgent:264 - John Marley from team deep got injured and will recovered on 2020-11-23!!!
2020-11-30 12:25:07 INFO  FreeAgent:264 - Nancy Rogers from team deep got injured and will recovered on 2021-02-28!!!
2020-11-30 12:25:07 INFO  Player:289 - Rashita Williamson from team Jakarta Reds got injured and will recovered on 2021-05-16!!!
2020-11-30 12:25:07 INFO  Player:289 - Fred Liu from team Jakarta Reds got injured and will recovered on 2020-10-24!!!
2020-11-30 12:25:07 INFO  Player:289 - Abraham Rogers from team Jakarta Reds got injured and will recovered on 2021-02-13!!!
2020-11-30 12:25:07 INFO  Player:289 - Don Wu from team Jakarta Reds got injured and will recovered on 2020-10-12!!!
2020-11-30 12:25:07 INFO  Player:289 - Rashita Page from team Detroit Bobcats got injured and will recovered on 2021-03-25!!!
2020-11-30 12:25:07 INFO  Player:289 - Rahul Smith from team Detroit Bobcats got injured and will recovered on 2021-06-09!!!
2020-11-30 12:25:07 INFO  Player:289 - Karan Halen from team Detroit Bobcats got injured and will recovered on 2020-10-07!!!
2020-11-30 12:25:07 INFO  Player:289 - Nancy Patel from team Saint John Dragons got injured and will recovered on 2021-04-12!!!
2020-11-30 12:25:07 INFO  Player:289 - Prashant Thomson from team Saint John Dragons got injured and will recovered on 2021-07-07!!!
2020-11-30 12:25:07 INFO  Player:289 - Mozhgan Fei from team Saint John Dragons got injured and will recovered on 2020-12-09!!!
2020-11-30 12:25:07 INFO  Player:289 - Prashant Wu from team Saint John Dragons got injured and will recovered on 2021-06-24!!!
2020-11-30 12:25:07 INFO  Player:289 - Rashita Patel from team Saint John Dragons got injured and will recovered on 2021-03-13!!!
2020-11-30 12:25:07 INFO  Player:289 - Chris Greenbaum from team Saint John Dragons got injured and will recovered on 2020-12-11!!!
2020-11-30 12:25:07 INFO  Player:289 - Sammy Liu from team Toronto Lazy Dogs got injured and will recovered on 2021-05-13!!!
2020-11-30 12:25:07 INFO  Player:289 - Nancy Khatri from team Toronto Lazy Dogs got injured and will recovered on 2021-05-27!!!
2020-11-30 12:25:07 INFO  Player:289 - Tami Chang from team Toronto Lazy Dogs got injured and will recovered on 2021-03-17!!!
2020-11-30 12:25:07 INFO  Player:289 - Shakuntala Fei from team Toronto Lazy Dogs got injured and will recovered on 2021-07-24!!!
2020-11-30 12:25:07 INFO  Player:289 - Prashant Patel from team Toronto Lazy Dogs got injured and will recovered on 2020-12-05!!!
2020-11-30 12:25:07 INFO  Player:289 - Rob Hawkey from team Toronto Lazy Dogs got injured and will recovered on 2021-01-11!!!
2020-11-30 12:25:07 INFO  Player:289 - Shakuntala Jones from team Toronto Warriors got injured and will recovered on 2021-04-13!!!
2020-11-30 12:25:07 INFO  Player:289 - Rob Marley from team Toronto Warriors got injured and will recovered on 2020-12-28!!!
2020-11-30 12:25:07 INFO  Player:289 - Pat Williamson from team Toronto Warriors got injured and will recovered on 2020-10-16!!!
2020-11-30 12:25:07 INFO  Player:289 - Tami Halen from team Toronto Warriors got injured and will recovered on 2021-05-26!!!
2020-11-30 12:25:07 INFO  Player:289 - Rahul Page from team Toronto Warriors got injured and will recovered on 2021-02-10!!!
2020-11-30 12:25:07 INFO  Player:289 - Nancy Singh from team Tokyo Mutineers got injured and will recovered on 2021-01-20!!!
2020-11-30 12:25:07 INFO  Player:289 - Walter Jones from team Tokyo Mutineers got injured and will recovered on 2021-06-17!!!
2020-11-30 12:25:07 INFO  Player:289 - Chris Smith from team Tokyo Mutineers got injured and will recovered on 2021-03-23!!!
2020-11-30 12:25:07 INFO  Player:289 - Rashita Chang from team Tokyo Mutineers got injured and will recovered on 2021-08-13!!!
2020-11-30 12:25:07 INFO  Player:289 - Fred Marley from team Wuhan Farmers got injured and will recovered on 2020-10-21!!!
2020-11-30 12:25:07 INFO  Player:289 - John Singh from team Wuhan Farmers got injured and will recovered on 2021-03-05!!!
2020-11-30 12:25:07 INFO  Player:289 - Prashant Marley from team Wuhan Farmers got injured and will recovered on 2021-06-24!!!
